,channelId,pness,bias
12135,UCGhq__6WDl5bUykKNEUvEdw,0.5617736569372208,No-Label
12136,UCGhs9S33RAeT5DEuKTO4Oew,0.4792088530739571,No-Label
12137,UCGi4XEw-4mC3StQVpNubofQ,0.6604339806579067,No-Label
12138,UCGiJeCKTVKIxtaYZOidh19g,0.521069250601613,No-Label
12139,UCGiKlOBHnhWnb2hv6IVOb4w,0.5097895263439255,No-Label
12140,UCGiKlUaxFFNXkEYIW6mfbBQ,0.6449605246319114,No-Label
12141,UCGiSCVGNukLqv8hwpKCsQKQ,0.718164506087052,No-Label
12142,UCGi_crMdUZnrcsvkCa8pt-g,0.7536978839001397,No-Label
12143,UCGie8GMlUo3kBKIopdvumVQ,0.7542161269181966,No-Label
12144,UCGigpO05PR9Br4KRWlpeaEg,0.4810521203519899,No-Label
12145,UCGiqCjAkUqBhzFqRuzHV6qg,0.46553690456334823,No-Label
12146,UCGisHCs_0OoG71Epo9ieSYA,0.6182928895611948,No-Label
12147,UCGisihUQxb3_gE7Qzffyp4g,0.5748656047591622,No-Label
12148,UCGj8e7b41C_9508rMzFAXRw,0.5446779026363375,No-Label
12149,UCGjEbsGoyWSJlMjzuWM4FKQ,0.5340768345774911,No-Label
12150,UCGjFAOmZmFRi6gYz-fa-vPA,0.5585525935289644,No-Label
12151,UCGjQDPRA9zvdjEsSrdYUHVA,0.7367901238863456,No-Label
12152,UCGjZJ0TN1PlJIEwJXKNlm6w,0.47264777551812853,No-Label
12153,UCGjh5paW5tp31eFMVopZ5og,0.46263293711684905,No-Label
12154,UCGjyNCAcnOu96fcJUWeQ9SA,0.5097755112572373,No-Label
12155,UCGjylN-4QCpn8XJ1uY-UOgA,0.6818275989899845,No-Label
12156,UCGk1LitxAZVnqQn0_nt5qxw,0.549132304559208,No-Label
12157,UCGk3BLFNe8cCmE9dkutQBfg,0.44425712473242523,No-Label
12158,UCGk3_R7hOzRaXcdTnF4QJvw,0.6778423175663417,No-Label
12159,UCGkAebzIWfSm7upwZ1UIsAg,0.8309005947761454,No-Label
12160,UCGkCikjRcRuRnQq48nUdMYQ,0.5744841001023042,No-Label
12161,UCGkOTcm0f59M_BF-Knnktug,0.40979998010475704,No-Label
12162,UCGkQCAeRjyP9BpNwVFMaJaw,0.6771082078089917,No-Label
12163,UCGkSXL5saM8y3VvJD_PdMFQ,0.6865911689714618,No-Label
12164,UCGkWR7XyfbD0zsLtUTFoeFQ,0.5175952153329926,No-Label
12165,UCGkX_HCD_T5XOwxi_KR6YoQ,0.6733121025657255,No-Label
12166,UCGkk5lH1ODiE1ep4P533SJQ,0.5340070904612126,No-Label
12167,UCGkof8LRvN62anVl3O6xCcA,0.6228128682088676,No-Label
12168,UCGkq4cuLYKEOb1ndtSKVORQ,0.5168958555429207,No-Label
12169,UCGkquZAQRiSoWTrHufGKgeg,0.36195836798063036,No-Label
12170,UCGktwoUX9hlRGMBXQ-04Z5Q,0.43013877643290016,No-Label
12171,UCGl3kbSLHfKb3QeOYG7pAuA,0.6211719761772825,No-Label
12172,UCGl5bT7dNMK1mWFN_bs1n_w,0.7035249935360995,No-Label
12173,UCGl7qkMPao3EBkxIDlPal4g,0.6234947593703676,No-Label
12174,UCGlMHC3FCfMz_P5BaKkvSlg,0.3898640597078769,No-Label
12175,UCGlVsq-AUeSQ1CgOx2XvIRQ,0.538012857147368,No-Label
12176,UCGlk-8QHf_bdlIOsq3Gv-IA,0.44685429049394093,No-Label
12177,UCGlmhyeAPZkwX2Zr_CvAeXg,0.5614048603161377,No-Label
12178,UCGlnnV1P-cUPZ-laIOL62_Q,0.565454102306671,No-Label
12179,UCGlqS-TumAc8Te38xO7cbGA,0.6335039077421475,No-Label
12180,UCGltI3HY16BCi3Dz_DDmReA,0.6193353842980275,No-Label
12181,UCGlulYHz4n9VwxYNzUj7R2Q,0.542877861865513,No-Label
12182,UCGlwaDSesS1-hf0i6RjyJvA,0.7127104512249951,No-Label
12183,UCGlxml46MJ2ZqIUxCSJOwwQ,0.39749205241777114,No-Label
12184,UCGm12C0Xn3KAfybqzqAyiFw,0.691147714049044,No-Label
12185,UCGm3CO6LPcN-Y7HIuyE0Rew,0.7894317787355658,No-Label
12186,UCGmAzForvf0sns_PjZhllSw,0.609559221971189,No-Label
12187,UCGmDvEa2u0FO5NhH5x2FGZQ,0.6314886640181738,No-Label
12188,UCGmKtaVwh48NoiMmy4fIVXg,0.5173908833487724,No-Label
12189,UCGmMFJB36GBXTgaLtfGd6Jg,0.6438571070097362,No-Label
12190,UCGmOuk25_FgwkH2HRAJIfqQ,0.542135479353047,No-Label
12191,UCGmUZyPlRqIXk_mo-aG7bUg,0.4129742872012574,No-Label
12192,UCGmY4_0sTZwyQugVAFfPAjg,0.47778037785135274,No-Label
12193,UCGmdKRdSAVOl5AW7-K5Ph9Q,0.38565437059592894,No-Label
12194,UCGmglDvqKzQmiCoyN61YGjw,0.8545966053311355,No-Label
12195,UCGmhWgV9bmslB0Levatl6qA,0.5287105108744741,No-Label
12196,UCGmnsW623G1r-Chmo5RB4Yw,0.5868459503455201,No-Label
12197,UCGmtDrMebeJCq2jgvboJ7Jg,0.7114622212342138,No-Label
12198,UCGmv31EbHg8wPORSb9s_lXg,0.7629755678633204,No-Label
12199,UCGmvywjUliYi6MSwg_FuW_g,0.44096840319154534,No-Label
12200,UCGmz1qSJjvBPluouoOj1Qkg,0.4730251364133924,No-Label
12201,UCGn3-2LtsXHgtBIdl2Loozw,0.6899648855608744,No-Label
12202,UCGn7dlcAmH44GqycKa_3ssA,0.6886272872101638,No-Label
12203,UCGn8T3PmIkow87GeZC9mW7g,0.39520436338114306,No-Label
12204,UCGnA8xNBaRw74l9cQ7RylLQ,0.6759121107700008,No-Label
12205,UCGnHduLWDKZr-LK7-U9ortA,0.6012313737563462,No-Label
12206,UCGnPyMtzUCfkX1aEdfPHkgg,0.6695006407777395,No-Label
12207,UCGnTa1dIWs7hMbCaOXwkIdg,0.4264721443319411,No-Label
12208,UCGnVb3zNM46mvKCUjFTUXGw,0.5396238521818201,No-Label
12209,UCGnWLC6H_Jz6CKvnrP5rXMg,0.597441976655704,No-Label
12210,UCGnZPnvIlHbfuh2ZJxgvWjQ,0.4732546939821563,No-Label
12211,UCGncRluMsg1_KYKp-Z2sI6w,0.34322278653758687,No-Label
12212,UCGnftwtV3f7Ezh-x5xBj5Dw,0.5360461665176057,No-Label
12213,UCGngnM6btspAFbef0jReD2w,0.5948201613085912,No-Label
12214,UCGnpSC2D45zmAnw7ti02bTg,0.6540051543793344,No-Label
12215,UCGo0pZlEZhM8XI-ZhrlbwPA,0.6185414142190657,No-Label
12216,UCGoHFeaoIJvIURezSmlpu0w,0.4253982610679896,No-Label
12217,UCGoSa4vQCEfEiQF6b9zebRg,0.49241817442310964,No-Label
12218,UCGoYJOrP4eL7tdW2KrjwaOw,0.4734011420333209,No-Label
12219,UCGocJomm9OaUuOaWT7Kpzfw,0.5090952949023106,No-Label
12220,UCGoiclUrJhOA14waY85_D5w,0.4136919367516285,No-Label
12221,UCGokURGcfAqs4oB3avhjHxw,0.43101879001193866,No-Label
12222,UCGolP7M_uFAtGnUi6X-kSkw,0.7482996018638957,No-Label
12223,UCGopoHltrKQXnzZ04Xli3mg,0.5405545271067898,No-Label
12224,UCGoqSOyv8UVVpP0mIJHQj9g,0.467959962609091,No-Label
12225,UCGorJFGptGduz-bUA85zz4g,0.48254888185055905,No-Label
12226,UCGozdt7Wbd15k7dWhvlmLUw,0.6748169405278518,No-Label
12227,UCGp4UBwpTNegd_4nCpuBcow,0.45523932629475844,No-Label
12228,UCGp4u0WHLsK8OAxnvwiTyhA,0.7622041340529494,No-Label
12229,UCGp6FxRC5mcRvoPz71NMpHg,0.5726879842206174,No-Label
12230,UCGpE0e-k3x5p_aAnhCzWSUQ,0.6627847213681014,No-Label
12231,UCGpdSarF_FdCygiA1tOl6Cg,0.6471174518811151,No-Label
12232,UCGpm_kAfcC-v3R46tPkW1xQ,0.6416762048301679,No-Label
12233,UCGpr8LIrdwrEak3GuZLQPwg,0.3905184844031135,No-Label
12234,UCGq-2cxsm_pVxGrWYraw8wg,0.6976102088965919,No-Label
12235,UCGq-a57w-aPwyi3pW7XLiHw,0.7229288122617994,No-Label
12236,UCGq2GUrdg404SdV7Fw9p2GQ,0.451609861681312,No-Label
12237,UCGq6eTi9tSwOoSR3I7iEE5Q,0.6420563719731051,No-Label
12238,UCGq7ov9-Xk9fkeQjeeXElkQ,0.49878269907773914,No-Label
12239,UCGqEHy8Xbp4mJz6cc5YzIaA,0.36516839114477495,No-Label
12240,UCGqFKx7-wVwMDmaku1unkBQ,0.5256241410231781,No-Label
12241,UCGqRKn_E8rMQ09pQ1WwDwyg,0.5742902236815342,No-Label
12242,UCGqS_Dmjl9cmefVXONQS0zA,0.5461133136218762,No-Label
12243,UCGqVvbdT3dIrOCBXWapArmw,0.47836860357638233,No-Label
12244,UCGqWDxKe65GOSBocXLJgTog,0.522500110984067,No-Label
12245,UCGqoKUzBhSu87BOtqWapGFQ,0.6031522938040621,No-Label
12246,UCGqpJ0FGsljCZ-yKj21bqLQ,0.33811995541768625,No-Label
12247,UCGqqBmeIiPLrnObcuOkEtag,0.5990268881585601,No-Label
12248,UCGqvJPRcv7aVFun-eTsatcA,0.5948708275119379,No-Label
12249,UCGqz-as3tFGhYeIcpFkdfyw,0.5802920368688169,No-Label
12250,UCGr-rTYtP1m-r_-ncspdVQQ,0.6523573836250798,No-Label
12251,UCGr3nR_XH9r6E5b09ZJAT9w,0.5213027821806151,No-Label
12252,UCGr3xDf5W2bh0l7o9BQB1oA,0.39756827200905603,No-Label
12253,UCGrGpbYkr9fre1sMhHiLCPQ,0.444502058035555,No-Label
12254,UCGrPjPdwOXykbyGCtPYuXIQ,0.6347024554118037,No-Label
12255,UCGrXPQOAgvBrHUiOpHiwvVw,0.6241337826169836,No-Label
12256,UCGrYPGZabSjx0gSdszbhrgQ,0.5870312555595679,No-Label
12257,UCGrka8NAhs6N8qJKaiRiNsQ,0.6405246458019983,No-Label
12258,UCGrwvFeSQ9_4tD4MNeU1rZA,0.24358303766899408,No-Label
12259,UCGs-yDFkfHDbeQcApWkTtxg,0.7240278955894113,No-Label
12260,UCGs1JjiRBEKMlVD4eUxJ2ww,0.6583811508999694,No-Label
12261,UCGsF1XNO_FLgjQtO6RM461A,0.6398418290349436,No-Label
12262,UCGsITAB8PqKbPWN9SxK7BIA,0.7367021267395545,No-Label
12263,UCGsOxD9JEXYX20-mLWulREQ,0.5537260373480858,No-Label
12264,UCGsPswmbpeuwn3owrqqbhJw,0.5031595096981198,No-Label
12265,UCGsR5CVHh_T4nMLiKhfV7qg,0.5477717451683699,No-Label
12266,UCGsX7mDPamr5EYedMuZvwBg,0.5180075964190537,No-Label
12267,UCGscmiHu4fLG_vKJgPzLj8A,0.6227322990911862,No-Label
12268,UCGsdFxaV_o5azzAnShBe2CA,0.48111009062829163,No-Label
12269,UCGsqaF-2nyO_sX98gvIv_Fw,0.5393456401057044,No-Label
12270,UCGszKyYglkDx7zE2tyNAlSw,0.6277687758544614,No-Label
12271,UCGt7X90Au6BV8rf49BiM6Dg,0.6590511596566686,No-Label
12272,UCGt7sREYlhAVbvxJaeg_aGA,0.5359267716647533,No-Label
12273,UCGtGTAa-xarr2HrEKRgRUHQ,0.6227706171941723,No-Label
12274,UCGtHgazkYWXCecFs-OtJc1A,0.5401740516964441,No-Label
12275,UCGtJmyfY3I2-yWbNh-Ar5Rg,0.5837022904681144,No-Label
12276,UCGtbVv_ACgV7difdVZ92NMw,0.5333937756304008,No-Label
12277,UCGtcBqydj9ZqSxsIiybMooQ,0.4501774601875388,No-Label
12278,UCGtoY2YzP_nP54-aRK8s7VA,0.6540774114848583,No-Label
12279,UCGtoaeV0pUP9bTma3sH1Lgw,0.5189902048816482,No-Label
12280,UCGtqkLvM_jCEWKwT9ksGDVg,0.6181737654256513,No-Label
12281,UCGttlL_8Ud-_Ak9QM-OsO4w,0.4648749508801862,No-Label
12282,UCGu6y2FpIknFjQpbBTTVwRg,0.6181350156896122,No-Label
12283,UCGu9-9FqQtXAitxkOnHzz6Q,0.5153969887446695,No-Label
12284,UCGuEUDyVRDA2SENHCnOuBew,0.5157409219853024,No-Label
12285,UCGuHHhMeeTra-hziLXy7U9A,0.48928100327049256,No-Label
12286,UCGuIbAVY4_O-KOQmLkU0IKQ,0.3859116347563205,No-Label
12287,UCGuNqjy7LBawNnjyXeh3rvg,0.4058498270803521,No-Label
12288,UCGuRxaa0j_MEBd7MuIO5rwQ,0.4512920386714725,No-Label
12289,UCGuXQUUn7C6Tg6Dz6D_xGVw,0.7057807387096546,No-Label
12290,UCGuuPSmUAmAuOvWFjfPHFCQ,0.6325445873882181,No-Label
12291,UCGuv0qnTnPWX58WIrv_ck8A,0.4632250118668821,No-Label
12292,UCGuzcrRYrPmplU2zgGC1TNQ,0.47348946977942863,No-Label
12293,UCGv-mL5DS7fHskj2oTeXKGg,0.38720269127601054,No-Label
12294,UCGv5B6UkLMVYHb5SR48ZqFg,0.4413511242153372,No-Label
12295,UCGv9D6jI_5qb12RzoEU4aEA,0.44726016024403736,No-Label
12296,UCGvHysu4wXjPRXIjEn3NEGw,0.4871501956685093,No-Label
12297,UCGvIBxqin_rx3sY9qacQEhQ,0.7462973983445096,No-Label
12298,UCGvj8kfUV5Q6lzECIrGY19g,0.6612661562078881,No-Label
12299,UCGw8Bgp61aagA60izJ54fVQ,0.6246716965139337,No-Label
12300,UCGwA4GjY4nGMIYvaJiA0EGA,0.7577303804067888,No-Label
12301,UCGwALZJISywbMsd3QPvvrDQ,0.6091758846736858,No-Label
12302,UCGwD4AfGEp3ErZXTy5Jq5_g,0.3805369501260713,No-Label
12303,UCGwDOSU6b0cBkICf67NwfNw,0.6000138371938639,No-Label
12304,UCGwHWxpp7vxEZ3jgsOuD0Xg,0.5630909341812215,No-Label
12305,UCGwPbAQdGA3_88WBuGtg9tw,0.5994547857963455,No-Label
12306,UCGwQjCfV9epc8-Bx9NKPlgQ,0.3489607551851256,No-Label
12307,UCGwcH4qnJ2qM_ZJUSFcAMAA,0.6545730458705771,No-Label
12308,UCGwu0nbY2wSkW8N-cghnLpA,0.6817406895732013,No-Label
12309,UCGwuxdEeCf0TIA2RbPOj-8g,0.7873551541701033,No-Label
12310,UCGwydc39KAqqawGn-xcv5kQ,0.7385754755340824,No-Label
12311,UCGx-ScbE457rHSdoJZBzqnA,0.5767710677441562,No-Label
12312,UCGx-omFRNMrDdclCyYUFvCw,0.5325080760242294,No-Label
12313,UCGxGC5RCVFOEebFfepv6frQ,0.5607709980969351,No-Label
12314,UCGxLOaA_QnWLhTnf5depKLg,0.5411040871849302,No-Label
12315,UCGxRFrcgAY-ElDLzc5Cerbg,0.6860159893413,No-Label
12316,UCGxXc1UNZI9-iva1zmdldqw,0.6018790038084365,No-Label
12317,UCGxXp5pjsBceAiT4pWKGeQA,0.6328609086729328,No-Label
12318,UCGxYHAR9f_leP1yXDXNNDsA,0.3554764823930584,No-Label
12319,UCGxcgfDw8p2FZ6PFsaQHFhw,0.5351657348051152,No-Label
12320,UCGxfHBfP4ZBpg4TDg8v8G3A,0.7288167616822645,No-Label
12321,UCGxjDWAN1KwrkXYVi8CXtjQ,0.5680714705947716,No-Label
12322,UCGxmh7rCymCYYl85xl5r1UA,0.5167968086626638,No-Label
12323,UCGxnmQJquvQwlV_ICDfAKNA,0.5881087316381871,No-Label
12324,UCGxtYMx16kD7jK0RKSxsVrw,0.40268199627137286,No-Label
12325,UCGxuFSm-mmLfIpl6pcHvs3g,0.42970186810429306,No-Label
12326,UCGy6uV7yqGWDeUWTZzT3ZEg,0.8106440166696991,right
12327,UCGy7SkBjcIAgTiwkXEtPnYg,0.5800860985395351,No-Label
12328,UCGyDjbX9F9ARt_8sgv5kGDg,0.45169459084368135,No-Label
12329,UCGyKit14usd5PNw_nZ-8gKQ,0.6313608648854144,No-Label
12330,UCGyRmKb_SCqVcSqzYhiD2lw,0.5090822606056288,No-Label
12331,UCGyTJBom8TTHa9pc_VlZXfA,0.522093405738802,No-Label
12332,UCGyVmV-DE1gW-3REA207frA,0.5046825546714547,No-Label
12333,UCGyXEUF83AYQGvebsTTlKqw,0.6990689332107146,No-Label
12334,UCGybO-bWZ3W6URh42sdMQiw,0.5621442618790481,No-Label
12335,UCGydrkfIhUDNCotYQI8TJhA,0.6751687178960362,No-Label
12336,UCGyeamaAa4XbEZo7OBy2nnA,0.6278652033569804,No-Label
12337,UCGyhul7KlYHzeVt0Y4mFJpQ,0.26540212364006455,No-Label
12338,UCGyn3Y7NOSCHjFM_eJqydRA,0.5386703987569718,No-Label
12339,UCGyqEtcGQQtXyUwvcy7Gmyg,0.45184690094035657,No-Label
12340,UCGyyhu2u82WeoHEAX9Ti2Nw,0.39139257564103497,No-Label
12341,UCGyzsrz_WxAa-RuiIGfYCmg,0.4194340098735746,No-Label
12342,UCGz3Q5LUWPrco1aNwKQSiSg,0.5191712714680928,No-Label
12343,UCGz8UsnQO9C2xz_ZlsxAMRQ,0.4940308275214,No-Label
12344,UCGz8soTJfLUOUNxmOLNMlfA,0.34132441812781344,No-Label
12345,UCGzGbfhdFsjP1yfJUEpSvWg,0.6077301385518991,No-Label
12346,UCGzWrQolm1k_nHt1-H2EfGw,0.5803049888417552,No-Label
12347,UCGzXtNdhjPxvCNWFme1bG0g,0.4906979347209619,No-Label
12348,UCGzg7Lh20i5qecablyRjK0Q,0.41784867116213087,No-Label
12349,UCGzlZrlEzULFmXg8z21dUeQ,0.5048847835675958,No-Label
12350,UCGzn0Jc-NvlJtoBs4P0eoKg,0.49537600456438935,No-Label
12351,UCGzoTFSjIVyZNDHLeoqsxMw,0.6954452301803647,No-Label
12352,UCGzyw0aUIbRPfHR0ThS1nNw,0.40465514721923945,No-Label
12353,UCH-06vejHsRuOoG1OpKR_Jw,0.5772679870888542,No-Label
12354,UCH-81uaxCwAAaSgxRtxMkxg,0.5126773143741332,No-Label
12355,UCH-GFr_3jzTgx4Lvm50XD8w,0.3305125625115559,No-Label
12356,UCH-LbiGqeHHAK1pOfiHiZFQ,0.5287105108744741,No-Label
12357,UCH-Mkm4tUr2B8s8KowryDeg,0.6694610816788671,No-Label
12358,UCH-T4tFvtcPkbI4sCi237BA,0.5608286981566787,No-Label
12359,UCH-Uobgd_TrFNnxuphSnbeQ,0.6829978209648397,No-Label
12360,UCH-_hzb2ILSCo9ftVSnrCIQ,0.4538021572977651,No-Label
12361,UCH-fB1PB75g0jENCcn82XoA,0.47258729830430724,No-Label
12362,UCH-nCEzazXpn6q4iCapzl9Q,0.7202005194168195,No-Label
12363,UCH-tGwTWxek2CJuwnccBJlw,0.43927392514439945,No-Label
12364,UCH-yX2TEpxmqr8-jRdfRgNQ,0.5622320223379375,No-Label
12365,UCH091Zt1ivP6JIFaWxCmSeQ,0.5276245206535349,No-Label
12366,UCH09O7Xp8SnwIlijQcevshg,0.5009840214415288,No-Label
12367,UCH09uL3dLqsVsOh0XmapzLQ,0.45209003851902785,No-Label
12368,UCH0B_DiwmtVvsYGWdPhmgrQ,0.7036585029575301,No-Label
12369,UCH0LUzFvtwb5B8EfVCF5uwg,0.687282811819457,No-Label
12370,UCH0QLduM2f5q936tXweYBsg,0.6513885249678766,No-Label
12371,UCH0splG0gddnwvLNQGzWeTg,0.5573366661222375,No-Label
12372,UCH1-EnWEmTSECo-gDIweFDA,0.5488874944081017,No-Label
12373,UCH14AiDRNM1JgzSM0pWHqrg,0.5484222870983938,No-Label
12374,UCH18915fTE6yZzKrqdea8RQ,0.5140365006947082,No-Label
12375,UCH1Cy3MZ8BxJLNzOoFb4zOw,0.45931047887676124,No-Label
12376,UCH1DxTyNXfIk8L0hRa_bt5Q,0.5170336754866874,No-Label
12377,UCH1NCeEsEXr1UlnfK6ydiYQ,0.6727701127163302,No-Label
12378,UCH1XVyPiDiDoirc0v5xWAAQ,0.427825958173723,No-Label
12379,UCH1g_UCsnUVlQetda1EluJQ,0.46822414551772085,No-Label
12380,UCH1kIzuOiRii_OwMet-DBZg,0.5327021354392074,No-Label
12381,UCH1m9o_Vw0b4phQfww3NQRw,0.5575160529213428,No-Label
12382,UCH1oRy1dINbMVp3UFWrKP0w,0.7895534285391326,No-Label
12383,UCH1zAmPYI3JOsIvkbzQ1iEg,0.6530611444757379,No-Label
12384,UCH2-7HAxmtzIOioUvwtPFqA,0.49103568163862643,No-Label
12385,UCH27JDu8g6tPDIjDikVGPog,0.4049253453021802,No-Label
12386,UCH2HYp8yVlUxHgDPkxW8-yg,0.39384590047306556,No-Label
12387,UCH2PVe-H72-taf3Mgn1lM4A,0.41043716194832003,No-Label
12388,UCH2S--QQtDXO449FESw9dxg,0.7336271046776668,No-Label
12389,UCH2VDPLHQzrC7SkNWHRptnA,0.3428021539846286,No-Label
12390,UCH2_Jj8m4Zbe26UMlGG_LVA,0.420430560504205,No-Label
12391,UCH2c0ynrljAA-jW8tq3u3HA,0.5029863384681293,No-Label
12392,UCH2cMLriCDcvb9Uq_2kf17A,0.4265899308330214,No-Label
12393,UCH2gwgViUyWdT4GplWT5VVg,0.4027963637218829,No-Label
12394,UCH2rTXSDD5rJGPs10xERXrA,0.7234685657517258,No-Label
12395,UCH2soKsl68P0muhdsd1MDCg,0.5025097586662524,No-Label
12396,UCH3D9swlnNdy__zz9PH3fvg,0.5562723157432866,No-Label
12397,UCH3KobEjUvLkpeqo8Gs8O6g,0.4088950102462311,No-Label
12398,UCH3NyccoVmX0O6Bp3dlyqdw,0.46569626568592887,No-Label
12399,UCH3TjukiT6GFwAYg8nWiGIA,0.6671389640458543,No-Label
12400,UCH3XS-yJ40dxiDKUMU7S2ag,0.5522461421733718,No-Label
12401,UCH3_Mmyv5OFV0vkyF1tz_Iw,0.544513739714793,No-Label
12402,UCH3c4DVZMRx7ll4cLlZInBA,0.6888316998230298,No-Label
12403,UCH3fctKCdWAU8Mgb7vEwGUw,0.3956513580837047,No-Label
12404,UCH3iZZQRuKWyKURzpv-DBqA,0.3874076797925424,No-Label
12405,UCH3jmyWlRyOW5DSocfOaxsw,0.4783609354200473,No-Label
12406,UCH3kbIp12IiqaPbfRvtUiMg,0.3856839656559653,No-Label
12407,UCH4-OAb29iC370HLYfmixLw,0.495254870804182,No-Label
12408,UCH44FNVL6zWdgFzxf7LpWlw,0.6738204619798591,No-Label
12409,UCH495H0ZkAFN1jBiQ8potqg,0.7346489807379142,No-Label
12410,UCH4BNI0-FOK2dMXoFtViWHw,0.7858917806721794,No-Label
12411,UCH4Bz5Swatl5iHSuCT_Hlxg,0.7577294643671522,No-Label
12412,UCH4JFI1c6w_ay0cLl1Mov0g,0.3455120498774202,No-Label
12413,UCH4dD2XaQGE6OIG3avq5Sjw,0.5567645765626494,No-Label
12414,UCH4pIo4yitl7yLTyn2YaBXw,0.5977258900335745,No-Label
12415,UCH4vfODce1Qd4nGvhCOvjRw,0.5528763082951178,No-Label
12416,UCH58I5CfQGDuWpI-kn4kbmA,0.6882641639978891,No-Label
12417,UCH58W9dE3k5cRcQDBHlN-Tw,0.5429909065780284,No-Label
12418,UCH5DlbqVYeb8YMK1xE4K5aA,0.5834281076965782,No-Label
12419,UCH5N3qBZnsMlvMYCFQMoqHA,0.5127707747224117,No-Label
12420,UCH5Sdci9TyyDEyqgB12wunw,0.42349513294341895,No-Label
12421,UCH5YmeRhiQZt9_5Eky3A2og,0.6661326630976305,No-Label
12422,UCH5_L3ytGbBziX0CLuYdQ1Q,0.7683021199744376,No-Label
12423,UCH5btA4ouj2oFFcR08cpbPQ,0.542981225092873,No-Label
12424,UCH5d2bpWBVu6eQk1amUSpyA,0.5601534030643575,No-Label
12425,UCH5iDdsM1eOLUgdwRyDpekA,0.6009648057673127,No-Label
12426,UCH5mdDlZ0haTodJmSxhst2w,0.4966996243404935,No-Label
12427,UCH5oChsU9MVM7gIqBolNKGQ,0.689598678405423,No-Label
12428,UCH5vU1kfRDMXbvtKNeicsRA,0.4746743132800257,No-Label
12429,UCH6-DQu8LcAqOcVJpX-jZ8w,0.6356109159447002,No-Label
12430,UCH64i_nElTFZlYE98oN8Idw,0.4473965446838354,No-Label
12431,UCH66vCLTCT6_INBODqEeYtQ,0.6972642468812086,No-Label
12432,UCH6E4xDfxBqrkoKdAyVu2dg,0.4746285985374715,No-Label
12433,UCH6Em33ZlRpyhwip5o38dDw,0.6322732263978684,No-Label
12434,UCH6Oc4MAJzzmK0SM805ZnjQ,0.6776118321538458,No-Label
12435,UCH6VNdL6C1XbsL8AXlP2yWg,0.5034420187887866,No-Label
12436,UCH6Xtt4GpcQXjOq0_PTDhAw,0.6322376792402531,No-Label
12437,UCH6dFAKXrH-gj1cvoHJJUgA,0.35030989405410445,No-Label
12438,UCH6sNLmH-rsATLffdpGYscQ,0.5414453117401299,No-Label
12439,UCH6tyQqKQmm0EEYulM03DaQ,0.7281431719655276,No-Label
12440,UCH6vXjt-BA7QHl0KnfL-7RQ,0.5779677045162348,No-Label
12441,UCH6xnOU81rFFoXIL4CgAl3g,0.7202660380551738,No-Label
12442,UCH72Un0cmdmxPr6dbuxWJfQ,0.4968092875387244,No-Label
12443,UCH79M1ixYUjA-tFq2XJpElw,0.4567695811145639,No-Label
12444,UCH7IMDZi9G8pNR5fe2_yu0Q,0.6479571800146221,No-Label
12445,UCH7IZhznY_65jJkiHPV48NA,0.6783785317997563,No-Label
12446,UCH7KHtVTI91GcN6yuwvaFvQ,0.5378815257203643,No-Label
12447,UCH7OKTgknxa9ypHAAT5q1nA,0.6306805160547985,No-Label
12448,UCH7RpXjPcKNSw5Shb4WCIGA,0.5566566284222488,No-Label
12449,UCH7XUjGiN06GMTYrmB6lIXg,0.5352268405011052,No-Label
12450,UCH7glo0Lb4YoW2QnN5Z1IAw,0.6295868854583517,No-Label
12451,UCH7h4eOONEubZymR4BDZZQw,0.4093362580899967,No-Label
12452,UCH7lk6IyQXJsMDqYMoUEvuA,0.7211571184222825,No-Label
12453,UCH7oxgS74o0sOBQqK11YFoQ,0.5163008740687788,No-Label
12454,UCH7sacYeqZitpsPFrjuF1eg,0.47976875713500444,No-Label
12455,UCH8A0tBodub5ZNg8BbDCecA,0.6308239599050224,No-Label
12456,UCH8Eirtdko5wjPmuOp6wb_Q,0.4743087660328623,No-Label
12457,UCH8HxtIoKOmG4WekL8u0sAA,0.7486665972438878,No-Label
12458,UCH8Kxr6Z5SQ8mj8HiF5syLw,0.5972528441393059,No-Label
12459,UCH8NnRkxQg1zX7mHFRPq73g,0.5112453635172334,No-Label
12460,UCH8oU2QSpVVe2L4hHN3Ft6g,0.7763842710848503,No-Label
12461,UCH8uXJXy2kmk3gszHmch8tw,0.741955693135124,No-Label
12462,UCH90gLg5uMPqmAPis2dSDgQ,0.5302893841869587,No-Label
12463,UCH912uDFX3sIaPXMrJa9X_w,0.50431031541688,No-Label
12464,UCH91ivVTdIPZkhWi6oqeQPQ,0.5155837390624264,No-Label
12465,UCH954w-MBxvhg3hzvFRnuzw,0.2723267700326992,No-Label
12466,UCH9MOLQ_KUpZ_cw8uLGUisA,0.41463906354750707,No-Label
12467,UCH9PeUclH0VY9vnESCj-Tlg,0.5714208044628458,No-Label
12468,UCH9Upwx0Bvoy7Tkj4JGaKnw,0.5813716433641686,No-Label
12469,UCH9W3l03Bfctd1Gc_7dURUw,0.3266585627274524,No-Label
12470,UCH9Z2uxY1Rlij3Pez4omyeA,0.4531583014467836,No-Label
12471,UCH9c-xGdaQnVEnA3_5LDIDA,0.5682452834689202,No-Label
12472,UCH9ciCUcWavMsFcAJtLUSyw,0.5533414585989552,No-Label
12473,UCH9g3H-fO0gzkGPpsNcBbYQ,0.39833616091743007,No-Label
